word;2_00;2_10
gordijnlat;-;K
gospelzang;-;K
gothic novel;-;K
goudkarper;-;K
graffitischrijver;-;K
grafgedicht;-;K
grafsculptuur;-;K
grafvaas;-;K
grammaire;-;K
grammaticaonderwijs;-;K
granietachtig;-;K
grannysmithappel;-;K
griendbos;-;K
grietjebie;-;K
groeibon;-;K
groeivertragend;-;K
groenhart;-;K
groothandelsorganisatie;-;K
grootordeteken;-;K
grosprijs;-;K
grotchampignon;-;K
guavesap;-;K
gunstvoorwaarden;-;K
haaienbek;-;K
haakbout;-;K
haaknagel;-;K
haaksluiting;-;K
haaksteek;-;K
haardot;-;K
hakbeschermer;-;K
hakstuk;-;K
halfgeleiderlaser;-;K
halfleren;-;K
halfpijler;-;K
halftint;-;K
halfvocaal;-;K
halfwollen;-;K
halogeenlicht;-;K
halsgewricht;-;K
halszenuw;-;K
halvaproduct;-;K
hamergooien;-;K
hamertje-tik;-;K
hamschijf;-;K
handbalcoach;-;K
handbeugel;-;K
handbezem;-;K
handruiker;-;K
hang-legkast;-;K
hanigheid;-;K
hardeschijfactiviteit;-;K
haricots verts;-;K
harpijarend;-;K
hartenbeest;-;K
hartpunt;-;K
hartscheur;-;K
hatsiekadee;-;K
haute-couturewinkel;-;K
haverkorrel;-;K
hawaïburger;-;K
hawkingstraling;-;K
hazelnootreep;-;K
hedjra;-;K
heen-en-weerdienst;-;K
heikraan;-;K
heiploeg;-;K
hekpaal;-;K
helderheidsverandering;-;K
hemotoxine;-;K
hepatitis B-injectie;-;K
heptaëder;-;K
herbebossingsprogramma;-;K
herdersverhaal;-;K
heremetijd;-;K
herfstkleurig;-;K
heriheri;-;K
hernhuttertje;-;K
hersenspook;-;K
hertenzwijn;-;K
hespenspek;-;K
heteluchtkachel;-;K
higgsdeeltje;-;K
highriskvirus;-;K
hikkerig;-;K
hindekalf;-;K
hindoefundamentalist;-;K
hitwezen;-;K
hobu;-;K
hobuer;-;K
hoekmeting;-;K
hoekplaats;-;K
hoerenkind;-;K
hoerensjans;-;K
hoesttablet;-;K
hofopera;-;K
hokkig;-;K
holoniem;-;K
homeshopping;-;K
homologatiecommissie;-;K
hongermaal;-;K
honingblond;-;K
honinggeel;-;K
honingkelk;-;K
honingkleur;-;K
hoofdklassenspeler;-;K
hoogmoedswaan;-;K
hoogvliegend;-;K
hooi-jaar;-;K
hora est;-;K
hortologie;-;K
hostie-ijzer;-;K
hotelappartement;-;K
housebroek;-;K
househit;-;K
houtje-touwtjejas;-;K
houtmaat;-;K
houtveredeling;-;K
houtweefsel;-;K
htm;-;K
hubbleconstante;-;K
hudo;-;K
huilkramp;-;K
huis-tuin-en-keukengebruik;-;K
huiskraai;-;K
hulpkit;-;K
humaninterestverhaal;-;K
humanresourcesmanagement;-;K
humboldtpinguïn;-;K
huppelpas;-;K
hymneboek;-;K
hymnedichter;-;K
hysteron proteron;-;K
ic-verpleegkundige;-;K
ideologieloos;-;K
ijsachtig;-;K
ijsappel;-;K
ijsballet;-;K
ijshockeyfan;-;K
ijsspeedway;-;K
ijstijdvak;-;K
ijzersmaak;-;K
ijzertijdperk;-;K
illegalenkwestie;-;K
immigrantenstroom;-;K
immuniteitsleer;-;K
immunologe;-;K
impulsgedrag;-;K
in absentia;-;K
in allen gevalle;-;K
in familiehanden;-;K
in koelen bloede;-;K
in regeringshanden;-;K
in staatshanden;-;K
in triplo;-;K
in voce;-;K
in z'n uppie;-;K
in- en ingemeen;-;K
incasso-endossement;-;K
incompanytraining;-;K
inderminneregeling;-;K
indexgerelateerd;-;K
indianenboek;-;K
indom;-;K
indoortennistoernooi;-;K
industrialisatienota;-;K
industrialisatiepolitiek;-;K
informatie-industrie;-;K
infraroodopname;-;K
ingebruiksstelling;-;K
ingewandsworm;-;K
ingveonisme;-;K
inkiesnummer;-;K
inklaptafel;-;K
inklaringsactiviteit;-;K
inktlijn;-;K
inslagfrequentie;-;K
instroom-doorstroombaan;-;K
intensivecareverpleegkundige;-;K
inter-Afrikaans;-;K
interregionet;-;K
intiemspray;-;K
intimidatiepolitiek;-;K
introductieabonnement;-;K
investeringsgoederenindustrie;-;K
investmentbank;-;K
ionosferisch;-;K
iriscoop;-;K
islamologisch;-;K
ja-neevraag;-;K
jachtbouwer;-;K
jachtsaus;-;K
jack russell;-;K
jackrussellterriër;-;K
jagersjas;-;K
jagerssaus;-;K
jakobiet;-;K
jammertoon;-;K
japanologisch;-;K
jeansvest;-;K
jeneverkruik;-;K
jesjieve;-;K
jeugdcellenhuis;-;K
jeugdtandverzorger;-;K
jojo-etappe;-;K
jordaanlied;-;K
jordaanzanger;-;K
jouker;-;K
journalistencafé;-;K
juffertje-in-'t-groen;-;K
jump-'n-jive;-;K
jump-'n-jivemuziek;-;K
jurassisch;-;K
juristenpartij;-;K
jusblokje;-;K
justiniaans;-;K
juweliersketen;-;K
kaakstomp;-;K
kaalgegraasd;-;K
kaasprijs;-;K
kabbes;-;K
kabinetsattaché;-;K
kabinetsdecreet;-;K
kaenozoïcum;-;K
kaffiya;-;K
kaiserbroodje;-;K
kaisoi;-;K
kajotster;-;K
kali-industrie;-;K
kallegaaien;-;K
kalletje;-;K
kalong;-;K
kampeerbed;-;K
kamsin;-;K
kandidaat-plaatsvervanger;-;K
kangoeroeschip;-;K
kanselarijminister;-;K
kantiaan;-;K
kantinebijeenkomst;-;K
kappersvakschool;-;K
karpatenklokje;-;K
karweiman;-;K
kasekoband;-;K
kasjeren;-;K
kat-in-de-zak;-;K
katerstemming;-;K
kattenbakgrit;-;K
kattensnaar;-;K
kawai;-;K
kawinaband;-;K
kazakkendraaier;-;K
keepertraining;-;K
kegelvrucht;-;K
kehila;-;K
kei-interessant;-;K
keltistiek;-;K
keltologie;-;K
kernhem;-;K
kernwetenschap;-;K
kervelblad;-;K
keukenmeisje;-;K
kgm;-;K
khimar;-;K
kick-and-rush;-;K
kick-and-rushvoetbal;-;K
kickboksgala;-;K
kidoesj;-;K
kiembak;-;K
kiendopje;-;K
kina-extract;-;K
kinderfilosofie;-;K
kinderheil;-;K
kindje-op-moeders-schoot;-;K
kinesionomie;-;K
kipkerriesalade;-;K
kitscherigheid;-;K
kitschgehalte;-;K
kiwi-ijs;-;K
kiwiyoghurt;-;K
kiyu;-;K
klagerigheid;-;K
klanktrap;-;K
klaverkaart;-;K
kleioven;-;K
kleiplastiek;-;K
kleiterp;-;K
klemtoonverschuiving;-;K
klerengek;-;K
klerevent;-;K
kleurkatern;-;K
kleurlingenwijk;-;K
kleurvernis;-;K
kleurversteviger;-;K
klieving;-;K
klitwortel;-;K
klompachtig;-;K
klontjestang;-;K
kloostergewelf;-;K
kloothannesen;-;K
knalprijzen;-;K
kneippkuur;-;K
knieaandoening;-;K
knielaars;-;K
kniewarmer;-;K
kniewater;-;K
knolvrucht;-;K
knoopband;-;K
knotsoefening;-;K
knowhowovereenkomst;-;K
koersenverloop;-;K
koersoverzicht;-;K
koestraat;-;K
kofferdekschip;-;K
koffiebitter;-;K
koffiestroop;-;K
kokosdistrict;-;K
kokoskoek;-;K
kol nidrei;-;K
kola-extract;-;K
kolffles;-;K
kolfplaat;-;K
kolonisatie-expeditie;-;K
komeetfragment;-;K
koningskleur;-;K
kontlikker;-;K
kookaanwijzing;-;K
koollong;-;K
koolpot;-;K
koolstofdioxide-emissie;-;K
koolzuurassimilatie;-;K
koordzeep;-;K
koormantel;-;K
koormonnik;-;K
kop-en-schotelverzameling;-;K
kophout;-;K
kopjeduikelen;-;K
koppoter;-;K
koptologie;-;K
korfbalselectie;-;K
kortedrachtwapen;-;K
kostuummuseum;-;K
kotomisi;-;K
kraambeen;-;K
krabbenmentaliteit;-;K
krakerproduct;-;K
krapa;-;K
krapgeldbeleid;-;K
kraukrau;-;K
krentenpikker;-;K
kringbeweging;-;K
kristalnaald;-;K
kristalversterker;-;K
krobia;-;K
kroi;-;K
krokodillenklem;-;K
kromhoorn;-;K
kromsluiten;-;K
kromtecirkel;-;K
kronkelachtig;-;K
kruidkers;-;K
kruidnagelsigaret;-;K
kruimelfraude;-;K
kruimelvlaai;-;K
kruisingsproef;-;K
kruisschroevendraaier;-;K
kruisstelling;-;K
kuitbeenspier;-;K
kunstenaarscafé;-;K
kunstenaarsnaam;-;K
kunstenstad;-;K
kunstgevoelig;-;K
kunstmestproductie;-;K
kunstparel;-;K
kunststoffenfabrikant;-;K
kunstvoortbrengsel;-;K
kurkpapier;-;K
kutzwager;-;K
kvv'er;-;K
kwajongenswerk;-;K
kwallig;-;K
kwartjesfilosofie;-;K
kwartsklok;-;K
kwartviool;-;K
kwasibita;-;K
kwatta-aap;-;K
kwikwi;-;K
kwikzilverig;-;K
laatglaciaal;-;K
laatneolithisch;-;K
laatpleistoceen;-;K
labaria;-;K
lachziek;-;K
lactovegetariër;-;K
ladingscertificaat;-;K
lagenhout;-;K
lakboom;-;K
lakmoestinctuur;-;K
lamelvloer;-;K
lancetblad;-;K
landbouwstation;-;K
langspeelband;-;K
langsvoeg;-;K
lanolinezalf;-;K
laplanduil;-;K
laryngoscopie;-;K
laryngoscopisch;-;K
lastminuteaanbieding;-;K
lawaaierigheid;-;K
lawaaisoep;-;K
lbgo;-;K
leagueduel;-;K
leaguefinale;-;K
leaguewedstrijd;-;K
leba;-;K
lechajim;-;K
leefhoek;-;K
leefhouding;-;K
leegtegevoel;-;K
leemglazuur;-;K
leerkring;-;K
leersecretariaat;-;K
lefschopper;-;K
legbatterijei;-;K
legervoorraad;-;K
lekenstand;-;K
lemmetjeboom;-;K
lentejas;-;K
lepelsgewijs;-;K
lepidopterist;-;K
lepidopterologie;-;K
lepidopterologisch;-;K
letselschade-expert;-;K
letterrijm;-;K
letterziften;-;K
leugenontdekker;-;K
leugenverklikker;-;K
leukjes;-;K
lezerscategorie;-;K
libellennet;-;K
lichtkabel;-;K
lichtkunstwerk;-;K
liefdadigheidsmarkt;-;K
liefdessmart;-;K
lijkmis;-;K
linksrijdend;-;K
linnaeusklokje;-;K
linzenmoes;-;K
liquiditeitengroeifonds;-;K
lisdoddenfamilie;-;K
live-tv-debat;-;K
lno;-;K
loeach;-;K
lombardtarief;-;K
loodblauw;-;K
loodkoord;-;K
loop-in-'t-lijntje;-;K
looprail;-;K
loostrens;-;K
losstormen;-;K
lost generation;-;K
lotsverandering;-;K
lowbudgethotel;-;K
lp-verzameling;-;K
lsd-verslaving;-;K
luchtbeleconomie;-;K
luchtkussenboot;-;K
luchtveersysteem;-;K
luidsprekend;-;K
luiermarkt;-;K
luierwas;-;K
luilaknacht;-;K
luistercel;-;K
luizenstreek;-;K
lupineveld;-;K
m-bankieren;-;K
maagkatheter;-;K
maagslang;-;K
maagstoot;-;K
maastrichtien;-;K
macho-uiterlijk;-;K
machtigingsnummer;-;K
magelhaengans;-;K
magneetinductie;-;K
magneetschijfgeheugen;-;K
magneetspoel;-;K
magneetstaaf;-;K
magneetstrippas;-;K
magnetiseerder;-;K
makaperi;-;K
makaslang;-;K
make-upremover;-;K
malaisegevoel;-;K
malchance;-;K
mampier;-;K
managersopleiding;-;K
managersschool;-;K
manchepoging;-;K
manicureopleiding;-;K
mannencondoom;-;K
mantouxtest;-;K
manumitteren;-;K
manxkat;-;K
maraan;-;K
marinejager;-;K
mariniersdivisie;-;K
marionettenbewind;-;K
maripa;-;K
marrondorp;-;K
marsfractuur;-;K
marteko;-;K
martialartsfilm;-;K
marxist-leninist;-;K
massa-uitwijzing;-;K
matenstelsel;-;K
matrijzenmakerij;-;K
matrixscherm;-;K
maturiteitsdiploma;-;K
maturiteitsexamen;-;K
maulana;-;K
mauritiuspalm;-;K
mavo 4-leerling;-;K
mavo-eindexamen;-;K
mazzeltof;-;K
maître d'hôtel;-;K
mecklenburger;-;K
mede-Kamerlid;-;K
medisch-administratief;-;K
medusahoofd;-;K
meelbal;-;K
meeouder;-;K
meerkabel;-;K
meerrompschip;-;K
meesterarrangeur;-;K
meetlood;-;K
megabrein;-;K
meikrans;-;K
melissethee;-;K
melkertbaner;-;K
melkkrat;-;K
melksteen;-;K
melkvoorziening;-;K
melkzeep;-;K
memobedrijf;-;K
mendeliaans;-;K
mensendiecken;-;K
mensenkluwen;-;K
mentsj;-;K
menuanimatie;-;K
mer à boire;-;K
merchandiseartikel;-;K
meridiaanshoogte;-;K
meroniem;-;K
mesdjid;-;K
mestinjectie;-;K
metaalzaagblad;-;K
methadongebruiker;-;K
methodeonderzoek;-;K
methylchloroform;-;K
mezomme;-;K
microbesoort;-;K
microfoonhengel;-;K
microkopie;-;K
microkorfbal;-;K
micromorfologie;-;K
middenpaleolithicum;-;K
miegelen;-;K
migratieattaché;-;K
mikwa;-;K
mildironisch;-;K
milicien-korporaal;-;K
militair-economisch;-;K
mimekunstenaar;-;K
mimeschool;-;K
mineraalwatermarkt;-;K
mini-Europa;-;K
mini-ijstijd;-;K
miniatuurlandschap;-;K
minikrach;-;K
minioorlog;-;K
miniuitrusting;-;K
minusteken;-;K
miradj;-;K
misgokken;-;K
misjpooche;-;K
miss-wet-T-shirtverkiezing;-;K
mitrailleursalvo;-;K
mo A;-;K
mo A-akte;-;K
mo B;-;K
mo-akte;-;K
mobiliteitsschrift;-;K
moekim;-;K
moerasvergeet-mij-niet;-;K
moerbeivlinder;-;K
mofokoranti;-;K
mohairen;-;K
moheel;-;K
mokka-ijs;-;K
moksimeti;-;K
molinologie;-;K
molluskicide;-;K
molukkenkreeft;-;K
mondigheidsverklaring;-;K
mongolenvlek;-;K
monkimonki;-;K
monopolierechten;-;K
montignacdieet;-;K
mopé;-;K
mopéstroop;-;K
morenemateriaal;-;K
morgengrauwen;-;K
morsdoek;-;K
morshandel;-;K
mortiergeweer;-;K
moslimhulporganisatie;-;K
motordrive;-;K
motterig;-;K
mouwband;-;K
mouwgat;-;K
mouwplank;-;K
muizenbeetje;-;K
muizenvalk;-;K
multatuliaans;-;K
multiplechoicetoets;-;K
multivariabel;-;K
muskietenkaars;-;K
muurlamp;-;K
muurschilder;-;K
muurschilderen;-;K
muziekbehang;-;K
myomeer;-;K
ménière;-;K
naai-juf;-;K
naaktcultuur;-;K
naaktstudie;-;K
namaakleer;-;K
napi;-;K
narcosearts;-;K
natgooien;-;K
nationaliteitenprobleem;-;K
natriumzwavel;-;K
navylook;-;K
naziagressie;-;K
nederzettingsonderzoek;-;K
neerstoten;-;K
negenponder;-;K
negerjongen;-;K
negerwijk;-;K
nekstuk;-;K
neofyt;-;K
neolithisatie;-;K
neolithisering;-;K
neopaganisme;-;K
nephuis-aan-huisblad;-;K
nepopenhaard;-;K
neptweedestuurman;-;K
nesjomme;-;K
nestkleed;-;K
nestvaren;-;K
neuroseleer;-;K
neuspleister;-;K
neuspoliep;-;K
neuspulker;-;K
newwavemuziek;-;K
nieges;-;K
niemboom;-;K
niet-idealiteit;-;K
nisskakam;-;K
nitroverbinding;-;K
nivelleringsmaatregel;-;K
no cure;-;K
no-nonsensebeleid;-;K
no-nonsensepolitiek;-;K
no-showstudent;-;K
noachitisch;-;K
non-alcoholica;-;K
non-foodafdeling;-;K
noordzeegarnaal;-;K
nootolie;-;K
notchback;-;K
numismaat;-;K
numismaticus;-;K
nylongrondstof;-;K
obia;-;K
obiaman;-;K
obligatieomzet;-;K
observatiegraad;-;K
oelpan;-;K
oestrogeensubstitutie;-;K
oeverkruid;-;K
off-the-roadmotor;-;K
officiersclub;-;K
offsetprocedé;-;K
offshoreoliewinning;-;K
ofiologie;-;K
ohaën;-;K
oioplaats;-;K
okselstick;-;K
olewesjolem;-;K
oliebrandstof;-;K
olieresidu;-;K
oliesardine;-;K
omgevingskunst;-;K
omhoogslaan;-;K
omkaderingsnorm;-;K
omkeerschakelaar;-;K
omsingelingspolitiek;-;K
omvademing;-;K
omverlullen;-;K
on the rocks;-;K
on-Joods;-;K
onaflosbaar;-;K
ondeelbaarheidsgedachte;-;K
onderdrukkingsinstrument;-;K
ondernemersgewijs;-;K
ondernemingsraadvergadering;-;K
onderwijsleerplan;-;K
onetouchvoetbal;-;K
onewayscreen;-;K
ongecomplexeerd;-;K
ongeluksjaar;-;K
ongepaneerd;-;K
ongesausd;-;K
onkruidkunde;-;K
onlineshopping;-;K
onroerendgoedmaatschappij;-;K
ontheemdendocument;-;K
ontheemdenpas;-;K
onthoorningscampagne;-;K
ontindividualisering;-;K
ontkoppelingsbesluit;-;K
ontmaken;-;K
ontstekingscel;-;K
ontvlokken;-;K
ontvriezen;-;K
ontwapeningswedloop;-;K
ontwerplandbouwakkoord;-;K
ontwikkelpapier;-;K
ontzippen;-;K
oogmeetkunde;-;K
oorlogsspelletje;-;K
ooruil;-;K
opdienster;-;K
openboektentamen;-;K
opendeurdienst;-;K
openingsdefilé;-;K
openschieten;-;K
opera-uitvoering;-;K
operarol;-;K
opgelierd;-;K
ophangslee;-;K
opjuinen;-;K
opmaakredactie;-;K
opmaaksel;-;K
opname-unit;-;K
oppasprobleem;-;K
oppepoperatie;-;K
oppeppakket;-;K
opstellingscommissie;-;K
optieaandeel;-;K
optischevezelactiviteiten;-;K
oral history;-;K
oribi;-;K
oriëntatiegraad;-;K
orkaansterkte;-;K
orkestenplan;-;K
orni;-;K
orpheusgrasmus;-;K
osloconfrontatie;-;K
osteoma;-;K
oublie-ijzer;-;K
oud-medewerkster;-;K
ouderdomsclausule;-;K
oudewijvenkoek;-;K
oudkatholicisme;-;K
oudpapieractie;-;K
out of the blue;-;K
outdoorkledij;-;K
outdoortoernooi;-;K
ouwelullendag;-;K
overalldrager;-;K
overdrukpapier;-;K
overgeclassificeerd;-;K
overhoopgooien;-;K
overlijdensannonce;-;K
overnemingsgevecht;-;K
ozonarm;-;K
ozonrijk;-;K
paalkrans;-;K
paard-en-kar;-;K
paardenschilder;-;K
pacificering;-;K
paddenstoelvormig;-;K
padieboer;-;K
pagekapsel;-;K
pagodeboom;-;K
pain à la grecque;-;K
pakgoed;-;K
pakira;-;K
paleoantropologisch;-;K
paleobotanicus;-;K
paleobotanie;-;K
paleopathologie;-;K
palestijnensjaal;-;K
panamaziekte;-;K
panarabist;-;K
pandita;-;K
paneelwerk;-;K
pangi;-;K
panna cotta;-;K
panoramaopname;-;K
panterhaai;-;K
papaja-ijs;-;K
papajayoghurt;-;K
papierriet;-;K
par excellence;-;K
paragneis;-;K
paraplumoord;-;K
parasitoloog;-;K
parelvormig;-;K
parnas;-;K
parnassijn;-;K
parterreappartement;-;K
participatiebeurs;-;K
partijconvent;-;K
partijtopper;-;K
partydier;-;K
parwa;-;K
paspoorthuwelijk;-;K
passencombinatie;-;K
pastifi;-;K
patates-friteskraam;-;K
patati patata;-;K
patentmeel;-;K
pavloviaans;-;K
peerdrops;-;K
peies;-;K
peilballon;-;K
pekingmens;-;K
pelgrimshaven;-;K
pelikaanachtig;-;K
pen-en-gatverbinding;-;K
pennenvoerder;-;K
penseelvormig;-;K
pepermuntachtig;-;K
pepermuntsmaak;-;K
persad;-;K
persfusiecontrole;-;K
persfusiecontroleregeling;-;K
personeelsbond;-;K
personenmeerderheidsstelsel;-;K
persoonlijkheidspsychologie;-;K
peterseliesteeltje;-;K
petsjorapieper;-;K
picassovis;-;K
pickwicksyndroom;-;K
piepbeest;-;K
piepplastic;-;K
piesbak;-;K
pigmentpapier;-;K
pijnpit;-;K
pijpenkabinet;-;K
pijpenplank;-;K
pikolet;-;K
pilcontrole;-;K
pindarisch;-;K
pindasambal;-;K
pinteriaans;-;K
pireng;-;K
piripiri;-;K
pisang goreng;-;K
plaatkieuwig;-;K
plaatpers;-;K
plaatwals;-;K
plaatzwam;-;K
plafondmortel;-;K
plafondschroot;-;K
planisferisch;-;K
plankschaatsen;-;K
plantaardappel;-;K
planterszoon;-;K
plat du jour;-;K
platenplugger;-;K
platenreiniger;-;K
platinahoudend;-;K
platinakleurig;-;K
platinazwart;-;K
pleier;-;K
pleiner;-;K
pleisterpil;-;K
ploegschaaf;-;K
plombière-ijs;-;K
pluisachtig;-;K
pluk-ze-wet;-;K
pluksgewijs;-;K
plutoniumschip;-;K
plutoniumtransport;-;K
poederzeep;-;K
poepbruin;-;K
poetsextract;-;K
pointeloos;-;K
poliopatiënt;-;K
politbureaulid;-;K
politiehandvest;-;K
polsdruk;-;K
polswijdte;-;K
pommerak;-;K
pondteken;-;K
ponsstrook;-;K
poolkring;-;K
pop-upkaart;-;K
pop-upreclame;-;K
popkunstenaar;-;K
poppenmethode;-;K
poppenmoeder;-;K
populariteitsscore;-;K
populatie-ecologie;-;K
porknokker;-;K
portiekgesprek;-;K
postcheque-en-girodienst;-;K
postimpressionist;-;K
potemkinfaçade;-;K
potentieprobleem;-;K
potpoldergebied;-;K
pottenschuur;-;K
powisi;-;K
poësisleraar;-;K
practical-joker;-;K
prairiepaard;-;K
pralerig;-;K
pre-emeritaat;-;K
preboreaal;-;K
premie A-woning;-;K
premièrevoorstelling;-;K
prepaykaart;-;K
preëminent;-;K
preëminentie;-;K
priemvormig;-;K
prijs-loonspiraal;-;K
prikwater;-;K
primus inter pares;-;K
privaatweg;-;K
privacyeis;-;K
privatiseringsronde;-;K
profafdeling;-;K
professorentoga;-;K
profileerdrang;-;K
propagandachef;-;K
propperig;-;K
protonraket;-;K
pruikenkop;-;K
prulachtig;-;K
pseudo-isidorisch;-;K
pseudoklassiek;-;K
psychiater-seksuoloog;-;K
psychoseaanval;-;K
publiciteitschef;-;K
publiciteitsvrouw;-;K
publicrelationsmedewerker;-;K
publieksboek;-;K
publieksomroep;-;K
puddinglepel;-;K
puddingmengsel;-;K
puinbrok;-;K
puntlipneushoorn;-;K
puntneus;-;K
purperverf;-;K
qualitate-quafunctie;-;K
quasionschuldig;-;K
qwertyklavier;-;K
raambekledingsfabrikant;-;K
rabbinica;-;K
rachmones;-;K
racketmateriaal;-;K
radeernaald;-;K
radicaalfeministisch;-;K
radicaalnationalistisch;-;K
radiolyse;-;K
radiomeubel;-;K
radiopeiler;-;K
radiopeiltoestel;-;K
radiotaks;-;K
radiumzout;-;K
raffinageproduct;-;K
rakettendebat;-;K
randkerkelijk;-;K
rapaillepoliticus;-;K
rasegoïst;-;K
rastercliché;-;K
ratelschroevendraaier;-;K
rattenkop;-;K
rauwdouwen;-;K
reactorwand;-;K
realtimeonderzoek;-;K
rebbelen;-;K
recappen;-;K
receptenschrijver;-;K
receptionist-telefonist;-;K
receptioniste-telefoniste;-;K
recessieverschijnsel;-;K
rechtshistoricus;-;K
rechtsveiligheid;-;K
rechute;-;K
reclameadviesbureau;-;K
recorddieptepunt;-;K
regeltechnicus;-;K
regentenschool;-;K
regeringsmededeling;-;K
regeringstopper;-;K
registerwisseling;-;K
reikimeester;-;K
reiskoorts;-;K
relaxatieoefening;-;K
reliëfstip;-;K
relmaker;-;K
remaster;-;K
remise-eindspel;-;K
remisepartij;-;K
remisevoorstel;-;K
remotesensingtechniek;-;K
renaissancescenario;-;K
rendierjager;-;K
rentegever;-;K
reorganisatiebureau;-;K
reproductieonderzoek;-;K
republiekvlucht;-;K
reservekapitein;-;K
resonansbodem;-;K
ressortraad;-;K
ressortraadslid;-;K
restauratie-ethiek;-;K
restore-update;-;K
retromode;-;K
reuzenmiereneter;-;K
reveillist;-;K
rhythm-and-bluesmuziek;-;K
ribtricot;-;K
ricecooker;-;K
rij-op-rij-afschip;-;K
rijijzer;-;K
rijkspolitiegroep;-;K
rijstenat;-;K
rijststro;-;K
rissglaciaal;-;K
rivierkrib;-;K
riyal;-;K
rock-'n-rollen;-;K
roddelzucht;-;K
rodekoolsalade;-;K
rodekoorts;-;K
roebelbiljet;-;K
roedelbaan;-;K
roerketting;-;K
rokkenjagen;-;K
roksplit;-;K
rokzadel;-;K
roldoorbreking;-;K
rolschaatsplank;-;K
rolschildering;-;K
rolsprong;-;K
rolzoom;-;K
romanfragment;-;K
romantechnisch;-;K
rompgebergte;-;K
rorschachtest;-;K
rotishop;-;K
rotisseur;-;K
rotshaan;-;K
rotterdammertje;-;K
royaltyjournalist;-;K
rubberbal;-;K
rubensfiguur;-;K
ruggenmergtering;-;K
ruimte-experiment;-;K
ruiterstukje;-;K
rumcocktail;-;K
running gag;-;K
russofilie;-;K
rvs-wasbak;-;K
röntgenspectrum;-;K
saalien;-;K
sachertaart;-;K
saffraandraadje;-;K
salamkramp;-;K
salarisslip;-;K
salesianer;-;K
salkvaccin;-;K
salpeterzout;-;K
samenrollen;-;K
samensnoeren;-;K
samenvlechten;-;K
samenwerkingsvoorwaarde;-;K
sandwichkind;-;K
saoto;-;K
satijnbinding;-;K
satijnzacht;-;K
sauve-qui-peut;-;K
savannebos;-;K
savannehert;-;K
savannehond;-;K
savannevos;-;K
saxhoorn;-;K
scandinavist;-;K
schaalvlies;-;K
schaalvormig;-;K
schaarste-economie;-;K
schaduwkandidaat;-;K
schakelwagen;-;K
schedeldeformatie;-;K
scheendekker;-;K
scheepswerktuigbouwkundige;-;K
scheldwoordenboek;-;K
schelvispekel;-;K
schenkelbeen;-;K
schermdragend;-;K
scherpgras;-;K
scheursterkte;-;K
schiervlakte;-;K
schietmot;-;K
schietschijfcel;-;K
schijnkoning;-;K
schijtgeld;-;K
schimmelachtig;-;K
schippersleven;-;K
schitterglans;-;K
schokbehandeling;-;K
schokstaking;-;K
schokvast;-;K
scholenraad;-;K
scholierenopstand;-;K
schoolengels;-;K
schoolslagzwemmer;-;K
schoonheidsvlekje;-;K
schoppenslem;-;K
schopschijf;-;K
schotelwarmer;-;K
schotjesgeest;-;K
schouderbeweging;-;K
schouderholster;-;K
schraagtafel;-;K
schredenteller;-;K
schrijfvlak;-;K
schrijversgeneratie;-;K
schrikneurose;-;K
schrikstroom;-;K
schroefbacterie;-;K
schroefplug;-;K
schroefsteven;-;K
schroefwiel;-;K
schrokhans;-;K
schrootprijs;-;K
schrootverwerker;-;K
schuldenaflossing;-;K
schuringsklank;-;K
schuttersdoek;-;K
schutterslijst;-;K
schuurkurk;-;K
schuursteen;-;K
schwarzwalderkirsch;-;K
scènefoto;-;K
secondantschap;-;K
secondegrens;-;K
secondopiniononderzoek;-;K
sedenteren;-;K
seibel;-;K
selderiezout;-;K
selderijstengel;-;K
semitistiek;-;K
seniorenburger;-;K
sergeant-majoor-vlieger;-;K
serie-inbreker;-;K
serviceapparaat;-;K
servicereturn;-;K
servobesturing;-;K
shabushabu;-;K
shakespeareaans;-;K
shish kebab;-;K
shoarmaburger;-;K
short story;-;K
shutterboom;-;K
sibbenkunde;-;K
sicksinussyndroom;-;K
siertegel;-;K
sigarettenvloei;-;K
sijsjeslijmer;-;K
silicoselijder;-;K
simultaanseance;-;K
sitatoenga;-;K
sjabloonpen;-;K
sjia-islam;-;K
skaldengedicht;-;K
ski-internaat;-;K
skiavontuur;-;K
slaapjurk;-;K
slaapkamergeluk;-;K
slaapstoel;-;K
slachtoffertaks;-;K
slagenverkaveling;-;K
slagplank;-;K
slagwerkmuziek;-;K
slakachtig;-;K
slangenhout;-;K
sleepaak;-;K
sleephengel;-;K
slibzuiger;-;K
sliertig;-;K
slijpmeel;-;K
slijpplaatje;-;K
slipschool;-;K
slokdarmspraak;-;K
sloopwagen;-;K
sloverig;-;K
sluimerig;-;K
sluipschutterkogel;-;K
sluipschuttersvuur;-;K
sluitketting;-;K
sluitklep;-;K
slurfachtig;-;K
smeerleverworst;-;K
smeerzeep;-;K
smikkelaar;-;K
snabbelaar;-;K
snabbelcircuit;-;K
snabbelen;-;K
sneeuwbloem;-;K
snelrekenaar;-;K
snelvuurgeweer;-;K
snelwegvignet;-;K
snijpeterselie;-;K
snijtang;-;K
snoepgraag;-;K
snoepjesfabrikant;-;K
snoeplustig;-;K
snoge;-;K
snotlap;-;K
snuffelvliegtuig;-;K
softwarespecialist;-;K
soja-extract;-;K
sojavlees;-;K
soldatenuniform;-;K
soldijverhoging;-;K
